guideId,outletId,originType,originId,transportationType,title,estimatedDuration,estimatedCost,recommended,steps,updatedAt
malaga-to-designer-outlet-bus,designer-outlet-malaga,city_center,malaga-city-center,bus,Málaga City Centre to Designer Outlet Málaga by Bus,≈25–35 min (estimated),≈€1.40–2 (estimated),false,"[{""order"":1,""description"":""From central Málaga, check the official EMT Málaga Line 5 timetable from Alameda Principal / Córdoba towards Plaza Mayor or Parque de Ocio.""},{""order"":2,""description"":""Board Line 5 towards Plaza Mayor / Parque de Ocio.""},{""order"":3,""description"":""Get off at Plaza Mayor stop #2267, which the centre lists as right next to Designer Outlet Málaga.""},{""order"":4,""description"":""Before shopping, confirm the return Line 5 departure from Plaza Mayor back towards central Málaga.""}]",2026-07-02
madrid-moncloa-to-las-rozas-bus,las-rozas-village,city_center,madrid-moncloa,bus,Madrid Moncloa to Las Rozas Village by Bus,30 min,Estimated €2–5; check the current CRTM fare,true,"[{""order"":1,""description"":""At Madrid Moncloa Interchange, check the official CRTM timetable for interurban bus lines 625, 628, or 629 towards Las Rozas.""},{""order"":2,""description"":""Board the confirmed Moncloa service; Las Rozas Village states these lines reach the Village in about 30 minutes.""},{""order"":3,""description"":""Get off at the stop directly in front of Las Rozas Village.""},{""order"":4,""description"":""Check the return 625, 628, or 629 departure from the Village stop before shopping.""}]",2026-08-03
madrid-atocha-to-las-rozas-train,las-rozas-village,city_center,madrid-atocha,train,Madrid Atocha to Las Rozas Village by Train and Taxi,25 min train plus local transfer (official train duration),≈€8–15 (estimated),false,"[{""order"":1,""description"":""Check official Renfe Cercanías Madrid services from Atocha to El Pinar de Las Rozas before travelling.""},{""order"":2,""description"":""Take a Cercanías train towards El Pinar de Las Rozas; Las Rozas Village lists the train journey from Madrid as 25 minutes.""},{""order"":3,""description"":""At El Pinar de Las Rozas, take a local taxi or rideshare for the final 3 km to Las Rozas Village.""},{""order"":4,""description"":""For the return, arrange the short taxi transfer back to El Pinar de Las Rozas and confirm the next Cercanías departure to Madrid.""}]",2026-07-02
madrid-airport-to-las-rozas-car,las-rozas-village,airport,madrid-airport,taxi,Madrid-Barajas Airport to Las Rozas Village by Car,≈30–40 min (estimated),≈€35–55 (estimated),false,"[{""order"":1,""description"":""From Adolfo Suárez Madrid-Barajas Airport, confirm pickup at your terminal and the road route to Las Rozas Village before departure.""},{""order"":2,""description"":""Use a taxi, chauffeur, or rental car; central Madrid taxis are officially listed at roughly €35, so confirm the airport fare before you travel.""},{""order"":3,""description"":""Arrive by road and use the official Las Rozas Village parking guidance; parking is complimentary for Village guests.""},{""order"":4,""description"":""Confirm return pickup or onward travel before shopping, especially for evening airport transfers.""}]",2026-07-02
barcelona-to-viladecans-style-outlets-train,viladecans-the-style-outlets,city_center,barcelona-city-center,train,Barcelona to Viladecans The Style Outlets by Train,,Estimated €3–6; check the current Rodalies fare,true,"[{""order"":1,""description"":""From Barcelona Sants, Passeig de Gràcia or another served station, check the official Rodalies timetable for trains to Viladecans.""},{""order"":2,""description"":""Take the confirmed Rodalies service to Viladecans station.""},{""order"":3,""description"":""Exit Viladecans station and walk the signed route to Viladecans The Style Outlets, which official tourism information places less than 100 m from the entrance.""},{""order"":4,""description"":""Before shopping, check official Rodalies return departures to Barcelona.""}]",2026-08-03
barcelona-airport-to-viladecans-style-outlets-bus,viladecans-the-style-outlets,airport,barcelona-el-prat-airport,bus,Barcelona Airport to Viladecans The Style Outlets by Bus,check official timetable,check official AMB fare,false,"[{""order"":1,""description"":""At Barcelona-El Prat Airport, check the official AMB / Baixbus timetable for Line L99 serving Viladecans and the outlet area.""},{""order"":2,""description"":""Board the confirmed L99 airport bus only after checking the official stop and timetable for your terminal.""},{""order"":3,""description"":""Get off at the stop serving Viladecans The Style Outlets and follow the pedestrian route to Ctra. de la Vila, 90.""},{""order"":4,""description"":""Check the official return timetable to the airport before shopping, especially for evening flights.""}]",2026-07-04
barcelona-to-viladecans-style-outlets-bus,viladecans-the-style-outlets,city_center,barcelona-placa-espanya,bus,Barcelona Plaça Espanya to Viladecans The Style Outlets by Bus,check official timetable,check official AMB fare,false,"[{""order"":1,""description"":""From Plaça Espanya / Gran Via, check official AMB or Baixbus timetables for lines serving Viladecans and the outlet area.""},{""order"":2,""description"":""Board the confirmed bus toward Viladecans and verify the stop closest to Ctra. de la Vila, 90.""},{""order"":3,""description"":""Walk from the confirmed stop to Viladecans The Style Outlets using signed pedestrian routes.""},{""order"":4,""description"":""Before shopping, check official return departures to Barcelona.""}]",2026-07-04
viladecans-style-outlets-car-parking-guide,viladecans-the-style-outlets,city_center,barcelona-city-center,taxi,Viladecans The Style Outlets by Car or Taxi,15 min from Barcelona / 10 min from airport (official tourism estimate); check traffic,"more than 1,700 free parking spaces; taxi fare confirm with provider",false,"[{""order"":1,""description"":""Set the destination to Viladecans The Style Outlets, Ctra. de la Vila, 90, Viladecans.""},{""order"":2,""description"":""Use the official access guidance via C-32 exit 50 and follow signs to the centre.""},{""order"":3,""description"":""Park in the official visitor car park; official tourism information lists more than 1,700 free spaces.""},{""order"":4,""description"":""If using a taxi, use the on-site taxi rank for the return or confirm a licensed pickup point before shopping.""}]",2026-07-04
barcelona-to-la-roca-village-shopping-express,la-roca-village,city_center,barcelona-estacio-del-nord,shuttle,Barcelona to La Roca Village by Shopping Express Coach,40 min,Estimated €20–30 return; check the current official fare and booking terms,true,"[{""order"":1,""description"":""Open La Roca Village's official Getting Here page or Catalunya Bus Turístic Shopping Express page and check current operating days, fare and reservation rules.""},{""order"":2,""description"":""Go to the confirmed Barcelona Estació del Nord departure point early with your booking or ticket.""},{""order"":3,""description"":""Ride the Shopping Express coach directly to La Roca Village and note the exact return stop when you arrive.""},{""order"":4,""description"":""Before shopping, confirm the official return departure time and any ticket conditions for changing your return.""}]",2026-08-03
barcelona-to-la-roca-village-car-parking,la-roca-village,city_center,barcelona-city-center,taxi,Barcelona to La Roca Village by Car or Taxi,About 40 minutes; check traffic,Free parking at the Village; taxi/private transfer fare varies,false,"[{""order"":1,""description"":""Set navigation to La Roca Village, Santa Agnès de Malanyanes, and check the official Village access page before departure.""},{""order"":2,""description"":""Drive or take a licensed taxi/private transfer toward La Roca del Vallès, allowing extra time around weekends and sale periods.""},{""order"":3,""description"":""Use the Village's official free parking and electric-car charging guidance on arrival.""},{""order"":4,""description"":""If not driving yourself, agree the return pickup point and fare before entering the boutiques.""}]",2026-07-04
palma-to-mallorca-fashion-outlet-train,mallorca-fashion-outlet,city_center,palma-intermodal,train,Palma to Mallorca Fashion Outlet via Es Caülls,,Estimated €2–4; check the current TIB/SFM fare,true,"[{""order"":1,""description"":""Start at Palma Intermodal Station and check the official TIB/SFM rail timetable for trains stopping at Es Caülls.""},{""order"":2,""description"":""Board the confirmed train toward Es Caülls; Mallorca Fashion Outlet's official sustainability information describes a direct railway line to the centre.""},{""order"":3,""description"":""Alight at Es Caülls and use the marked pedestrian route to Mallorca Fashion Outlet.""},{""order"":4,""description"":""Before shopping, check the official return train timetable and fare validity for the Palma-bound trip.""}]",2026-08-03
mallorca-airport-to-mallorca-fashion-outlet-bus-train,mallorca-fashion-outlet,airport,palma-de-mallorca-airport,bus,Palma de Mallorca Airport to Mallorca Fashion Outlet by Bus and Train,check official EMT/TIB connections,check official EMT and TIB/SFM fares before travel,false,"[{""order"":1,""description"":""At Palma de Mallorca Airport, use official airport/EMT guidance for the bus connection into Palma city centre or Palma Intermodal Station.""},{""order"":2,""description"":""At Palma Intermodal, check the official TIB/SFM train timetable to Es Caülls before boarding.""},{""order"":3,""description"":""Take the confirmed train to Es Caülls and walk the official last-mile route to Mallorca Fashion Outlet.""},{""order"":4,""description"":""For the airport return, verify both the train and airport-bus timetables and leave a flight buffer.""}]",2026-07-04
mallorca-fashion-outlet-car-parking-guide,mallorca-fashion-outlet,city_center,palma-city-center,taxi,Mallorca Fashion Outlet by Car or Taxi,about 10 minutes from Palma according to the outlet; check traffic,free parking; taxi fare confirm with provider,false,"[{""order"":1,""description"":""Set navigation to Mallorca Fashion Outlet, Autovía Palma-Inca, Km 7.1, salida 8.""},{""order"":2,""description"":""Drive or take a licensed taxi toward exit 8; the official centre page positions the outlet 10 minutes from Palma.""},{""order"":3,""description"":""Use the official free parking and note your parking area before entering the centre.""},{""order"":4,""description"":""If using a taxi or ride service, confirm the return pickup point and fare before shopping.""}]",2026-07-04
